accident_reference,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile,lsoa_of_casualty
320692861,1,1,1,1,47,8,2,0,0,0,0,0,9,1,5,E01026232
63C048821,2,3,1,2,29,6,3,0,0,2,0,0,9,-1,-1,-1
63C048821,3,1,1,2,32,6,3,0,0,1,0,0,9,-1,-1,-1
63C048821,4,2,1,2,29,6,3,0,0,1,0,0,9,-1,-1,-1
10303226,1,1,3,-1,15,3,3,10,9,0,0,0,0,1,2,E01004315
31C009321,2,1,1,1,48,8,3,0,0,0,0,0,9,1,1,E01013881
31C009321,2,2,2,2,18,4,3,0,0,1,0,0,9,1,1,E01013881
31C009321,2,3,2,1,6,2,3,0,0,2,0,0,9,1,1,E01013881
31C009321,2,4,2,1,14,3,3,0,0,2,0,0,9,1,1,E01013881
552100952,2,1,1,2,30,6,3,0,0,0,0,0,9,1,7,E01015413
991035567,1,1,1,1,16,4,3,0,0,0,0,0,1,1,2,-1
10304021,3,1,1,1,47,8,2,0,0,0,0,0,1,1,7,E01002060
31P196721,1,1,1,1,30,6,3,0,0,0,0,0,9,1,5,E01019451
520200229,1,1,1,1,10,2,3,0,0,0,0,0,1,1,3,E01029284
541941221,2,1,1,1,52,8,3,0,0,0,0,0,1,1,4,E01031917
10297296,2,1,1,1,34,6,3,0,0,0,0,0,90,1,4,E01001150
231149739,1,1,1,1,32,6,3,0,0,0,0,0,9,1,1,E01009611
10299203,2,1,1,2,58,9,1,0,0,0,0,0,1,1,7,E01003906
320310973,1,1,2,1,55,8,3,0,0,1,0,0,9,-1,-1,-1
320310973,1,2,1,1,25,5,3,0,0,0,0,0,9,-1,-1,-1
10312333,1,1,3,1,81,11,2,1,1,0,0,0,0,1,6,E01002024
122100437,1,1,2,2,73,10,3,0,0,2,0,0,9,1,5,E01027843
10331796,1,1,1,1,30,6,3,0,0,0,0,0,9,1,7,E01000309
10331796,1,2,2,-1,-1,-1,3,0,0,2,0,0,9,1,7,E01000309
10331796,1,3,2,-1,-1,-1,3,0,0,2,0,0,9,1,7,E01000309
10301251,1,1,1,2,35,6,2,0,0,0,0,0,1,1,7,E01003369
320011688,1,1,1,1,77,11,3,0,0,0,0,0,9,3,4,E01026102
522101762,1,1,3,2,39,7,3,5,2,0,0,0,0,1,8,E01014955
161119054,1,1,3,1,15,3,2,10,5,0,0,0,0,1,1,E01012841
10309082,1,1,1,2,61,9,3,0,0,0,0,0,9,1,4,E01003450
302101471,1,1,3,2,94,11,1,5,3,0,0,0,0,2,5,E01032586
10302289,1,1,1,1,46,8,3,0,0,0,0,0,9,1,2,E01000724
221118178,2,1,1,2,22,5,2,0,0,0,0,0,3,1,8,E01032320
1381L0483,1,1,2,2,51,8,3,0,0,1,0,0,9,1,1,E01010719
361020473,1,1,1,1,49,8,3,0,0,0,0,0,9,1,1,E01026809
332100225,2,1,1,1,30,6,3,0,0,0,0,0,1,1,9,E01026001
520200237,2,1,1,1,33,6,3,0,0,0,0,0,4,1,7,E01002998
552100519,1,1,1,1,26,6,3,0,0,0,0,0,9,3,6,E01020398
552100519,2,2,1,2,58,9,3,0,0,0,0,0,9,1,4,E01018887
221069279,2,1,1,2,48,8,3,0,0,0,0,0,9,1,3,E01032449
332100031,2,1,1,1,29,6,3,0,0,0,0,0,9,1,1,E01013730
622100722,1,1,1,2,65,9,3,0,0,0,0,0,9,1,10,W01001106
061099940,1,1,1,1,59,9,3,0,0,0,0,0,9,1,6,E01006048
401109376,2,1,1,1,32,6,3,0,0,0,0,0,9,1,8,E01016808
122200014,1,1,1,2,38,7,3,0,0,0,0,0,9,2,10,E01027683
122200014,1,2,2,1,5,1,3,0,0,2,0,0,9,2,10,E01027683
122200014,1,3,2,2,15,3,3,0,0,2,0,0,9,2,10,E01027683
138381071,1,1,3,1,71,10,2,5,1,0,0,0,0,1,1,E01010840
10311776,1,1,1,1,24,5,2,0,0,0,0,0,4,-1,-1,-1
10302558,1,1,3,1,22,5,3,10,9,0,0,0,0,1,4,E01000608
522201459,2,1,1,1,20,4,3,0,0,0,0,0,90,1,4,E01014904
63C022121,1,1,1,1,67,10,3,0,0,0,0,0,4,2,4,W01000605
552101120,2,1,1,1,26,6,3,0,0,0,0,0,9,3,9,E01029210
10331587,1,1,1,1,46,8,3,0,0,0,0,0,3,1,1,E01001052
361111751,1,1,1,1,21,5,2,0,0,0,0,0,9,1,7,E01026757
302100291,1,1,3,2,45,7,3,6,9,0,0,0,0,2,8,E01019449
63D045221,1,1,1,1,27,6,3,0,0,0,0,0,19,3,8,W01000429
320136134,1,1,2,1,29,6,3,0,0,1,0,0,9,1,2,E01002087
320136134,1,2,2,1,25,5,3,0,0,2,0,0,9,1,2,E01001462
10313246,1,1,1,1,38,7,3,0,0,0,0,0,3,1,3,E01004203
401030799,2,1,1,2,33,6,3,0,0,0,0,0,9,3,9,E01016800
401030799,2,2,2,1,35,6,3,0,0,1,0,0,9,1,9,E01003875
052200031,2,1,1,1,58,9,3,0,0,0,0,0,9,1,5,E01006474
10307379,1,1,1,1,21,5,3,0,0,0,0,0,9,1,2,E01001337
10319886,1,1,1,1,24,5,3,0,0,0,0,0,5,1,1,E01000595
101023296,2,1,1,1,56,9,3,0,0,0,0,0,9,1,7,E01008552
31B167721,1,1,1,2,46,8,3,0,0,0,0,0,9,3,6,E01028006
10330280,1,1,1,1,30,6,3,0,0,0,0,0,3,1,3,E01001784
101028093,1,1,1,1,34,6,3,0,0,0,0,0,9,1,3,E01008598
061033866,1,1,3,1,11,3,3,10,9,0,0,0,0,-1,-1,-1
320308737,2,1,1,2,87,11,3,0,0,0,0,0,9,1,7,E01026218
201111905,2,1,1,1,48,8,3,0,0,0,0,0,9,1,8,E01009794
10292479,1,1,1,1,28,6,3,0,0,0,0,0,3,1,4,E01002017
320720594,1,1,1,2,26,6,3,0,0,0,0,0,19,2,8,E01026368
320720594,1,2,2,1,57,9,3,0,0,1,0,0,19,2,8,E01026368
320720594,2,3,1,1,74,10,3,0,0,0,0,0,9,3,3,E01026099
320720594,2,4,2,2,69,10,3,0,0,1,0,0,9,3,3,E01026099
10305717,1,1,1,2,38,7,3,0,0,0,0,0,9,1,6,E01002298
10314119,1,1,1,2,42,7,3,0,0,0,0,0,9,1,1,E01002673
10314119,1,2,2,2,24,5,3,0,0,2,0,0,9,1,1,E01002673
10314119,1,3,2,2,23,5,3,0,0,1,0,0,9,1,1,E01002673
544863521,1,1,1,1,35,6,3,0,0,0,0,0,17,1,5,E01032063
544863521,1,2,2,1,31,6,3,0,0,0,0,0,17,3,7,E01032084
221085322,1,1,1,1,19,4,2,0,0,0,0,0,9,2,8,E01031239
31A016121,2,1,1,2,49,8,1,0,0,0,0,0,1,3,3,E01028254
10332130,1,1,1,1,32,6,3,0,0,0,0,0,3,1,8,E01003471
111100545,1,1,3,1,9,2,3,5,3,0,0,0,0,1,2,E01020748
061104450,1,1,3,2,16,4,3,5,1,0,0,0,0,-1,-1,-1
10313932,1,1,1,1,28,6,3,0,0,0,0,0,9,1,3,E01003785
10318819,1,1,1,1,15,3,3,0,0,0,0,0,1,1,4,E01003074
061141397,2,1,1,1,20,4,3,0,0,0,0,0,1,1,5,E01005044
141029425,2,1,1,2,75,10,2,0,0,0,0,0,9,1,9,E01007926
141029425,2,2,2,2,68,10,2,0,0,1,0,0,9,1,9,E01007921
10306199,1,1,1,1,54,8,3,0,0,0,0,0,8,1,5,E01000071
10309136,2,1,1,2,38,7,3,0,0,0,0,0,1,1,8,E01003823
351105181,1,1,1,1,28,6,3,0,0,0,0,0,9,2,6,E01026707
351105181,2,2,1,2,58,9,2,0,0,0,0,0,9,3,5,E01026727
10304935,1,1,1,1,31,6,3,0,0,0,0,0,1,1,9,E01004640
552100526,2,1,1,2,38,7,3,0,0,0,0,0,9,1,6,E01015373
991040155,1,1,3,2,33,6,3,5,1,0,0,0,0,1,3,-1
991040155,1,2,1,1,45,7,3,0,0,0,0,0,1,-1,-1,-1
131053185,1,1,1,1,43,7,2,0,0,0,0,0,4,1,2,E01011223
10297893,1,1,1,1,19,4,2,0,0,0,0,0,3,1,3,E01001819
401079876,1,1,3,1,12,3,3,10,9,0,0,2,0,2,9,E01017447
061109956,1,1,3,2,13,3,2,5,4,0,0,0,0,1,9,E01006394
1382A0432,1,1,2,2,21,5,3,0,0,1,0,0,9,1,7,E01010684
101119830,2,1,1,1,39,7,3,0,0,0,0,0,1,1,8,E01008507
141062067,1,1,3,1,11,3,2,8,7,0,0,0,0,-1,-1,-1
101075610,2,1,1,1,29,6,3,0,0,0,0,0,9,1,8,E01008538
10319428,2,1,1,1,13,3,2,0,0,0,0,0,90,1,2,E01001731
991025199,1,1,1,1,18,4,3,0,0,0,0,0,9,1,5,-1
991025199,1,3,2,2,18,4,3,0,0,1,0,0,9,1,8,-1
991025199,2,4,1,1,42,7,3,0,0,0,0,0,19,1,3,-1
622100904,1,2,3,1,20,4,3,9,5,0,0,0,0,1,3,W01001802
332100015,2,1,2,2,24,5,3,0,0,1,0,0,9,1,3,E01013786
332100015,2,2,2,1,25,5,3,0,0,2,0,0,9,1,3,E01013629
231111935,2,1,1,2,11,3,3,0,0,0,0,0,1,1,10,E01031314
10310440,1,1,1,2,48,8,3,0,0,0,0,0,9,1,1,E01004407
201037625,1,1,1,1,24,5,3,0,0,0,0,0,9,1,5,E01009262
201037625,2,2,1,-1,-1,-1,3,0,0,0,0,0,19,-1,-1,-1
54A656521,1,1,3,1,10,2,2,1,3,0,0,0,0,1,7,E01015493
131091437,1,1,3,1,10,2,2,10,8,0,0,2,0,2,5,E01011770
101074155,1,1,1,2,32,6,3,0,0,0,0,0,9,1,1,E01008426
10308534,1,1,1,1,29,6,2,0,0,0,0,0,3,1,5,E01003480
311126285,1,1,1,1,38,7,3,0,0,0,0,0,9,1,1,E01013810
10288704,1,1,1,2,22,5,3,0,0,0,0,0,3,1,4,E01000746
131116473,1,1,3,1,12,3,3,5,1,0,0,2,0,1,1,E01010610
10330724,1,1,1,2,74,10,3,0,0,0,0,0,9,1,8,E01002383
10330724,1,2,2,2,13,3,3,0,0,1,0,0,9,1,10,E01021447
10288745,1,1,1,2,43,7,3,0,0,0,0,0,9,1,8,E01000679
401089839,2,1,1,2,19,4,3,0,0,0,0,0,9,1,6,E01023754
401089839,2,2,2,2,-1,-1,3,0,0,1,0,0,9,3,5,E01018135
10332385,1,1,1,1,23,5,3,0,0,0,0,0,3,1,2,E01002316
201068393,2,1,1,2,-1,-1,3,0,0,0,0,0,9,-1,-1,-1
10303082,1,1,1,1,29,6,3,0,0,0,0,0,4,1,3,E01003609
070226530,2,1,2,1,29,6,3,0,0,2,0,0,19,1,3,E01003785
101089211,1,1,3,1,15,3,3,6,9,0,0,0,0,1,2,E01008450
10316351,1,1,1,1,20,4,3,0,0,0,0,0,3,1,1,E01003291
320671070,1,1,3,2,12,3,2,5,3,0,0,0,0,1,10,E01026359
302100854,2,1,1,2,20,4,3,0,0,0,0,0,9,1,8,E01019757
10303553,1,1,1,2,27,6,3,0,0,0,0,0,9,1,3,E01001440
10303553,2,2,1,1,33,6,3,0,0,0,0,0,3,1,1,E01002071
201090512,2,2,1,1,51,8,3,0,0,0,0,0,8,1,3,E01009941
052101987,1,1,1,2,46,8,3,0,0,0,0,0,9,1,1,E01007055
552100352,2,1,1,2,43,7,3,0,0,0,0,0,9,1,9,E01020421
070852083,2,1,1,2,47,8,3,0,0,0,0,0,9,1,2,E01018498
10290646,1,1,1,1,36,7,2,0,0,0,0,0,90,1,2,E01000951
522102360,2,1,1,1,34,6,3,0,0,0,0,0,1,1,6,E01014960
610022021,1,1,1,2,56,9,3,0,0,0,0,0,9,-1,-1,-1
610022021,2,2,1,2,33,6,3,0,0,0,0,0,9,-1,-1,-1
122100699,1,1,1,1,18,4,3,0,0,0,0,0,3,-1,-1,-1
520104776,1,1,1,1,52,8,3,0,0,0,0,0,9,2,4,E01014445
10293746,1,1,3,1,49,8,3,10,9,0,0,0,0,1,4,E01016163
10287529,1,1,1,1,22,5,3,0,0,0,0,0,3,1,1,E01002074
131111676,2,1,1,2,59,9,3,0,0,0,0,0,9,1,1,E01011423
552100854,1,1,3,2,89,11,2,6,9,0,0,0,0,1,3,E01015429
061040009,2,1,1,1,32,6,3,0,0,0,0,0,9,1,1,E01005665
061040009,2,2,2,1,35,6,3,0,0,1,0,0,9,-1,-1,-1
201132707,1,1,3,1,19,4,3,5,2,0,0,2,0,-1,-1,-1
31D112121,1,1,1,1,18,4,3,0,0,0,0,0,9,1,6,E01028106
10299974,1,1,1,1,30,6,3,0,0,0,0,0,5,1,8,E01004292
10299974,1,2,2,2,33,6,2,0,0,0,0,0,5,1,8,E01004292
10299974,1,3,3,1,23,5,2,8,1,0,0,0,0,1,1,E01004042
351047198,1,1,1,2,52,8,3,0,0,0,0,0,9,3,8,E01033119
351047198,2,2,1,1,28,6,3,0,0,0,0,0,19,2,8,E01018132
10324514,2,1,1,1,21,5,3,0,0,0,0,0,1,1,3,E01003708
10290756,1,1,1,1,30,6,3,0,0,0,0,0,3,1,3,E01004123
141044470,1,1,1,2,63,9,3,0,0,0,0,0,1,1,10,E01007861
522105908,1,1,3,2,49,8,2,4,3,0,0,0,0,1,4,E01014567
161044097,2,1,1,1,49,8,3,0,0,0,0,0,90,1,3,E01012963
201141235,1,1,3,1,26,6,3,4,4,0,0,2,0,1,2,E01009650
052102712,1,1,1,2,30,6,3,0,0,0,0,0,9,1,5,E01024930
052102712,2,2,2,2,35,6,3,0,0,1,0,0,9,1,1,E01018524
552101054,1,1,1,1,17,4,2,0,0,0,0,0,3,1,7,E01015428
351059553,2,1,1,1,44,7,3,0,0,0,0,0,1,2,10,E01018266
10310441,1,1,1,1,21,5,3,0,0,0,0,0,3,1,6,E01003157
070624464,2,1,1,1,38,7,2,0,0,0,0,0,4,1,2,E01006218
10292108,1,1,1,2,58,9,3,0,0,0,0,0,9,1,2,E01000291
10328905,2,1,1,1,42,7,2,0,0,0,0,0,1,1,4,E01000504
070246637,2,1,1,2,50,8,3,0,0,0,0,0,9,1,2,E01018701
070246637,2,2,2,2,10,2,3,0,0,1,0,0,9,1,2,E01018701
10315504,1,1,1,1,48,8,3,0,0,0,0,0,1,1,1,E01003318
544826421,1,1,1,1,29,6,3,0,0,0,0,0,9,3,7,E01015474
546417821,2,1,1,1,46,8,3,0,0,0,0,0,9,1,9,E01023259
546417821,3,2,1,2,32,6,3,0,0,0,0,0,9,1,6,E01016366
320577478,1,1,1,1,54,8,2,0,0,0,0,0,9,1,3,E01026323
302101626,1,1,3,2,14,3,3,5,9,0,0,0,0,1,4,E01019458
34WNC4701,1,1,3,1,41,7,3,5,3,0,0,0,0,-1,-1,-1
610043521,2,1,1,1,50,8,1,0,0,0,0,0,4,-1,-1,-1
991029616,1,1,2,2,42,7,3,0,0,1,0,0,9,1,4,-1
070118907,2,1,1,1,25,5,3,0,0,0,0,0,1,1,2,E01012536
63B046821,1,1,2,1,73,10,3,0,0,-1,2,0,9,-1,-1,-1
63B046821,1,2,2,2,74,10,3,0,0,-1,1,0,9,-1,-1,-1
351126097,1,1,1,1,33,6,3,0,0,0,0,0,9,2,8,E01018206
10318635,1,1,3,2,10,2,3,5,1,0,0,0,0,1,3,E01002521
332100180,3,1,1,2,33,6,2,0,0,0,0,0,9,-1,-1,-1
10327633,1,1,1,1,38,7,2,0,0,0,0,0,1,1,3,E01001884
070144149,2,1,1,1,66,10,3,0,0,0,0,0,9,1,7,E01001380
052102314,2,1,1,1,48,8,3,0,0,0,0,0,9,-1,-1,-1
10297989,1,1,3,2,12,3,3,1,1,0,0,0,0,1,2,E01003089
10294552,1,1,1,1,32,6,3,0,0,0,0,0,9,1,3,E01004443
531054619,1,1,1,1,35,6,2,0,0,0,0,0,5,3,9,E01022259
131046590,2,1,1,2,82,11,3,0,0,0,0,0,9,1,7,E01011521
131056762,2,1,1,2,22,5,3,0,0,0,0,0,9,1,5,E01011902
531093012,2,1,1,2,46,8,3,0,0,0,0,0,9,1,8,E01022163
531078723,2,1,1,1,77,11,2,0,0,0,0,0,22,1,1,E01022347
302100751,2,1,1,1,23,5,3,0,0,0,0,0,9,1,6,E01019876
10305926,1,1,1,2,24,5,3,0,0,0,0,0,1,1,2,E01003987
131105204,2,1,1,1,48,8,3,0,0,0,0,0,5,1,4,E01010834
201147331,2,1,1,2,37,7,3,0,0,0,0,0,9,1,1,E01010271
10292871,1,1,1,1,44,7,3,0,0,0,0,0,9,1,4,E01003685
10292871,1,2,2,2,-1,-1,3,0,0,1,0,0,9,1,4,E01003784
10292871,1,3,2,1,-1,-1,3,0,0,2,0,0,9,1,4,E01003784
10292871,1,4,2,2,-1,-1,3,0,0,2,0,0,9,1,4,E01003784
320057088,2,1,1,1,59,9,2,0,0,0,0,0,1,1,5,E01026232
10311302,1,1,1,1,35,6,3,0,0,0,0,0,1,1,3,E01000642
101032840,2,1,1,1,79,11,3,0,0,0,0,0,1,1,1,E01008737
522201362,1,3,1,1,27,6,3,0,0,0,0,0,9,1,2,E01022322
522201362,2,2,1,1,31,6,3,0,0,0,0,0,9,1,10,W01001797
522201362,3,4,1,2,24,5,3,0,0,0,0,0,9,1,6,E01014986
522201362,5,1,1,1,30,6,3,0,0,0,0,0,9,1,7,E01022388
34NNC3681,2,1,1,2,21,5,3,0,0,0,0,0,9,2,10,E01027077
60Z112023,3,1,1,1,50,8,3,0,0,0,0,0,5,-1,-1,-1
061127920,1,1,1,2,18,4,3,0,0,0,0,0,9,1,3,E01006114
061127920,1,2,2,2,19,4,2,0,0,1,0,0,9,1,6,E01006146
10316059,1,1,1,2,23,5,3,0,0,0,0,0,9,1,8,E01001526
361091044,1,1,1,1,20,4,3,0,0,0,0,0,9,1,5,E01018067
201133469,1,1,1,1,21,5,3,0,0,0,0,0,9,1,1,E01033648
201133469,1,2,3,2,61,9,3,5,3,0,0,0,0,1,2,E01009389
10326119,1,1,1,2,36,7,3,0,0,0,0,0,9,1,6,E01001160
10301433,1,1,2,1,73,10,2,0,0,0,3,0,11,1,6,E01000273
10294142,1,1,1,2,35,6,3,0,0,0,0,0,9,1,5,E01000067
320734019,1,2,1,1,56,9,3,0,0,0,0,0,20,1,6,E01026153
320734019,2,1,1,2,37,7,2,0,0,0,0,0,9,1,2,E01026170
10322969,1,1,1,2,30,6,3,0,0,0,0,0,1,1,3,E01001768
10293841,1,1,3,1,31,6,3,1,3,0,0,0,0,1,2,E01001555
552100810,2,1,1,1,55,8,3,0,0,0,0,0,5,1,5,E01015380
10314570,2,1,1,1,38,7,3,0,0,0,0,0,9,1,3,E01003209
361081114,2,1,1,1,18,4,3,0,0,0,0,0,19,2,6,E01018076
531030878,1,1,1,1,52,8,3,0,0,0,0,0,9,1,8,E01022387
991039683,2,1,1,2,42,7,3,0,0,0,0,0,9,1,2,-1
070527415,1,1,1,2,18,4,2,0,0,0,0,0,9,1,3,E01005744
991025234,1,1,3,1,39,7,1,1,1,0,0,0,0,1,1,-1
052102052,2,1,1,1,45,7,3,0,0,0,0,0,9,1,1,E01006968
170S20211,2,1,1,1,50,8,3,0,0,0,0,0,3,1,1,E01012273
401105074,2,1,1,2,52,8,2,0,0,0,0,0,9,1,7,E01017491
10297214,1,1,1,1,34,6,3,0,0,0,0,0,3,1,7,E01000197
221114227,1,1,1,1,56,9,3,0,0,0,0,0,4,1,5,E01014207
201143676,1,1,1,2,23,5,3,0,0,0,0,0,9,-1,-1,-1
201143676,1,2,2,2,20,4,3,0,0,1,0,0,9,-1,-1,-1
10325667,1,1,1,2,26,6,3,0,0,0,0,0,9,1,3,E01000044
061067044,1,1,1,1,27,6,3,0,0,0,0,0,9,2,9,E01005408
061067044,2,2,1,1,31,6,3,0,0,0,0,0,17,3,8,E01005443
361096351,1,1,1,1,52,8,3,0,0,0,0,0,5,3,3,E01026721
10294245,1,1,1,1,38,7,3,0,0,0,0,0,9,1,1,E01032512
10333126,2,1,1,1,33,6,3,0,0,0,0,0,1,1,1,E01000528
221046520,1,1,1,2,78,11,3,0,0,0,0,0,9,1,4,E01009175
221046520,1,2,2,2,86,11,3,0,0,1,0,0,9,1,5,E01009187
63A092721,1,1,3,2,15,3,3,10,1,0,0,0,0,-1,-1,-1
201142296,1,1,1,2,41,7,3,0,0,0,0,0,9,1,7,E01010544
10299185,1,1,1,1,46,8,3,0,0,0,0,0,1,1,7,E01004619
332101020,2,1,1,1,76,11,2,0,0,0,0,0,22,1,9,E01025712
131068193,2,1,1,1,64,9,2,0,0,0,0,0,5,1,5,E01011129
061112803,2,1,1,1,16,4,3,0,0,0,0,0,1,1,4,E01005298
31A173721,1,1,1,2,48,8,3,0,0,0,0,0,9,1,2,E01028274
10333171,1,1,1,1,34,6,3,0,0,0,0,0,3,-1,-1,-1
411027323,1,1,3,2,16,4,3,1,3,0,0,0,0,1,9,E01023319
552101143,1,1,1,1,22,5,3,0,0,0,0,0,3,3,6,E01020462
10330611,2,1,1,1,39,7,3,0,0,0,0,0,9,1,6,E01001527
231056375,1,1,1,2,61,9,3,0,0,0,0,0,19,1,3,E01032241
231056375,2,2,1,1,50,8,2,0,0,0,0,0,5,2,8,E01025645
351080776,1,1,1,1,17,4,3,0,0,0,0,0,3,1,5,E01017945
111128143,1,1,1,1,58,9,1,0,0,0,0,0,9,3,6,E01020863
111128143,2,2,1,2,36,7,1,0,0,0,0,0,9,3,5,E01027752
201065311,2,1,1,1,22,5,3,0,0,0,0,0,9,1,1,E01008998
10314317,1,1,1,2,62,9,3,0,0,0,0,0,9,-1,-1,-1
070102260,1,1,3,1,32,6,2,1,3,0,0,0,0,2,5,W01000246
531021003,1,1,3,1,38,7,3,8,2,0,0,0,0,1,7,E01022345
131117422,1,1,2,2,17,4,3,0,0,1,0,0,9,1,4,E01010984
10310815,1,1,2,2,87,11,3,0,0,0,1,0,11,1,7,E01000427
141031411,1,1,1,1,18,4,1,0,0,0,0,0,9,1,1,E01007739
10307571,1,1,1,1,34,6,3,0,0,0,0,0,9,1,1,E01004286
361083074,1,1,1,1,65,9,2,0,0,0,0,0,9,3,3,E01026455
522101420,3,1,1,1,20,4,2,0,0,0,0,0,1,1,1,E01032518
10325225,1,1,1,1,34,6,3,0,0,0,0,0,3,1,5,E01000705
10299831,1,1,1,1,38,7,3,0,0,0,0,0,3,1,3,E01001492
361065689,2,1,1,1,41,7,3,0,0,0,0,0,9,2,4,-1
361065689,2,2,2,2,40,7,3,0,0,1,0,0,9,2,4,-1
052102696,1,1,1,1,21,5,3,0,0,0,0,0,1,1,3,E01007219
052102696,2,2,1,2,32,6,3,0,0,0,0,0,9,1,1,E01032903
10307495,1,1,1,1,35,6,3,0,0,0,0,0,1,1,4,E01004551
10311834,1,1,1,1,38,7,2,0,0,0,0,0,5,1,4,E01015990
545697521,1,1,1,1,23,5,3,0,0,0,0,0,90,1,2,E01015558
545697521,1,2,3,2,16,4,2,6,9,0,0,0,0,1,8,E01015552
361062928,2,1,2,2,24,5,3,0,0,0,0,0,19,1,4,E01026759
361090132,2,1,1,2,54,8,3,0,0,0,0,0,5,2,7,E01026655
60Z097828,1,1,1,1,28,6,2,0,0,0,0,0,3,-1,-1,-1
10290351,1,1,1,1,-1,-1,3,0,0,0,0,0,90,1,2,E01033587
31C055121,1,1,3,2,61,9,3,6,5,0,0,0,0,1,3,E01013874
201058926,1,1,3,2,57,9,2,1,3,0,0,2,0,1,1,E01009128
34NNC7251,2,1,1,1,32,6,3,0,0,0,0,0,9,1,10,E01027086
131081220,2,1,1,1,50,8,3,0,0,0,0,0,1,1,2,E01011763
161091196,1,1,2,2,20,4,3,0,0,2,0,0,8,-1,-1,-1
10290550,1,1,2,1,4,1,3,0,0,1,0,0,9,1,6,E01000329
10290550,2,2,1,1,53,8,3,0,0,0,0,0,9,1,4,E01003259
10290550,3,3,1,1,52,8,3,0,0,0,0,0,9,1,3,E01000736
06P078961,1,1,1,2,22,5,3,0,0,0,0,0,9,1,6,E01011164
10328669,1,1,1,1,18,4,3,0,0,0,0,0,9,1,8,E01000394
10328669,1,2,2,1,-1,-1,3,0,0,1,0,0,9,1,8,E01000411
991026587,2,1,1,1,56,9,3,0,0,0,0,0,9,1,4,-1
131094105,2,1,1,2,36,7,3,0,0,0,0,0,9,1,1,E01010808
131094105,2,2,2,1,12,3,3,0,0,1,0,0,9,1,1,E01010808
131094105,2,3,2,1,6,2,3,0,0,2,0,0,9,1,1,E01010808
211068076,1,1,1,1,62,9,2,0,0,0,0,0,9,1,3,E01029448
10330377,2,1,1,2,42,7,3,0,0,0,0,0,9,1,2,E01003483
201149524,2,1,1,1,70,10,3,0,0,0,0,0,9,1,3,E01009781
131070861,2,1,2,2,11,3,3,0,0,2,0,0,9,1,1,E01010803
10316791,1,1,1,1,20,4,3,0,0,0,0,0,3,1,3,E01001814
520104553,1,1,1,1,38,7,3,0,0,0,0,0,9,2,10,E01029168
201070456,1,1,1,1,31,6,3,0,0,0,0,0,9,1,3,E01009242
201070456,2,2,1,1,22,5,3,0,0,0,0,0,9,1,6,E01009278
10291273,2,1,1,1,24,5,3,0,0,0,0,0,3,-1,-1,-1
991012076,2,1,1,1,19,4,2,0,0,0,0,0,1,1,9,-1
161059973,1,1,1,2,25,5,3,0,0,0,0,0,9,1,3,E01007635
101124439,2,1,1,1,26,6,3,0,0,0,0,0,1,1,9,E01008367
122200024,2,1,1,2,28,6,3,0,0,0,0,0,2,2,6,E01027756
061048492,2,1,2,1,19,4,2,0,0,2,0,0,9,-1,-1,-1
542478621,2,1,1,1,45,7,3,0,0,0,0,0,9,-1,-1,-1
10323124,1,1,3,1,42,7,3,9,8,0,0,0,0,1,2,E01002664
520104639,1,1,3,1,4,1,3,5,3,0,0,0,0,1,3,E01029111
991043317,1,1,2,1,26,6,3,0,0,1,0,0,9,1,4,-1
991043317,1,2,1,1,31,6,3,0,0,0,0,0,9,3,7,-1
320117372,1,1,3,1,75,10,3,9,5,0,0,0,0,1,9,E01032999
371016390,1,1,1,1,34,6,2,0,0,0,0,0,9,1,5,E01030027
10302761,3,1,1,1,40,7,3,0,0,0,0,0,9,-1,-1,-1
10302761,4,2,2,1,24,5,2,0,0,1,0,0,9,1,2,E01003607
231095559,1,1,1,1,85,11,3,0,0,0,0,0,9,1,5,E01029853
231095559,2,2,2,2,89,11,3,0,0,1,0,0,9,3,8,E01025881
131046397,1,1,3,2,11,3,2,8,3,0,0,2,0,1,2,E01011656
552101388,2,1,1,2,31,6,2,0,0,0,0,0,9,1,6,E01015368
10309948,2,1,1,1,44,7,3,0,0,0,0,0,1,1,2,E01033586
10320635,1,1,3,1,6,2,3,4,1,0,0,0,0,1,2,E01015855
10331481,2,1,1,1,18,4,3,0,0,0,0,0,3,1,6,E01004109
351131551,2,1,1,2,28,6,3,0,0,0,0,0,9,1,2,E01015633
231093101,1,1,3,1,52,8,3,1,3,0,0,0,0,1,8,E01031230
061065959,1,2,2,2,66,10,3,0,0,2,0,0,9,1,5,E01005402
061065959,1,3,2,2,75,10,3,0,0,2,0,0,9,-1,-1,-1
061065959,2,1,1,2,28,6,3,0,0,0,0,0,9,1,5,E01005347
10320386,1,1,1,1,35,6,3,0,0,0,0,0,8,1,2,E01000902
520105640,1,1,1,1,21,5,3,0,0,0,0,0,9,3,4,E01029196
10332419,1,1,3,2,16,4,3,10,9,0,0,0,0,1,2,E01002877
161038615,1,1,1,1,33,6,3,0,0,0,0,0,9,1,1,E01012891
161038615,1,2,2,2,27,6,3,0,0,1,0,0,9,1,1,E01012891
161038615,2,3,1,1,42,7,3,0,0,0,0,0,9,1,1,E01012852
